# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APE3	YBR286W	YBR286W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
APE4	YHR113W	YHR113W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
API2	YDR525W	YDR525W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
APJ1	YNL077W	YNL077W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
APL1	YJR005W	YJR005W_mRNA	protein_coding	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2
APL2	YKL135C	YKL135C_mRNA	protein_coding	0	0	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4
APL3	YBL037W	YBL037W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APL4	YPR029C	YPR029C_mRNA	protein_coding	0	0	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1
APL5	YPL195W	YPL195W_mRNA	protein_coding	1	0	0	5	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3
APL6	YGR261C	YGR261C_mRNA	protein_coding	1	1	1	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1
APM1	YPL259C	YPL259C_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
APM2	YHL019C	YHL019C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
APM3	YBR288C	YBR288C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
APM4	YOL062C	YOL062C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
APN1	YKL114C	YKL114C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
APN2	YBL019W	YBL019W_mRNA	protein_coding	0	6	7	72	0	0	0	0	42	0	0	7	0	0	0	0	0	0	0	6	30
APP1	YNL094W	YNL094W_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
APQ12	YIL040W	YIL040W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
APQ13	YJL075C	YJL075C_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1
APS1	YLR170C	YLR170C_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
APS2	YJR058C	YJR058C_mRNA	protein_coding	0	2	0	80	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	2	36
APS3	YJL024C	YJL024C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
APT1	YML022W	YML022W_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
APT2	YDR441C	YDR441C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
AQR1	YNL065W	YNL065W_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
AQY1	YPR192W	YPR192W_mRNA	protein_coding	0	0	1	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22
AQY2	YLL052C	YLL052C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
AQY3	YFL054C	YFL054C_mRNA	protein_coding	0	12	7	72	0	0	0	0	51	0	0	7	0	0	0	0	0	0	0	12	21
ARA1	YBR149W	YBR149W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ARA2	YMR041C	YMR041C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ARB1	YER036C	YER036C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ARC1	YGL105W	YGL105W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ARC15	YIL062C	YIL062C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
ARC18	YLR370C	YLR370C_mRNA	protein_coding	0	1	0	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	1
ARC19	YKL013C	YKL013C_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
ARC35	YNR035C	YNR035C_mRNA	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
ARC40	YBR234C	YBR234C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ARD1	YHR013C	YHR013C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ARE1	YCR048W	YCR048W_mRNA	protein_coding	1	0	0	6	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3
ARE2	YNR019W	YNR019W_mRNA	protein_coding	0	1	1	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1
ARF1	YDL192W	YDL192W_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
ARF2	YDL137W	YDL137W_mRNA	protein_coding	1	0	1	4	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2
ARF3	YOR094W	YOR094W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARG1	YOL058W	YOL058W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ARG2	YJL071W	YJL071W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ARG3	YJL088W	YJL088W_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
ARG4	YHR018C	YHR018C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ARG5,6	YER069W	YER069W_mRNA	protein_coding	0	0	2	6	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	4
ARG7	YMR062C	YMR062C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ARG8	YOL140W	YOL140W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ARG80	YMR042W	YMR042W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ARG81	YML099C	YML099C_mRNA	protein_coding	1	8	14	67	0	0	0	0	18	1	0	14	0	0	0	0	0	0	0	8	49
ARG82	YDR173C	YDR173C_mRNA	protein_coding	0	0	2	5	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3
ARH1	YDR376W	YDR376W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ARI1	YGL157W	YGL157W_mRNA	protein_coding	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
ARK1	YNL020C	YNL020C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ARL1	YBR164C	YBR164C_mRNA	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
ARL3	YPL051W	YPL051W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ARN1	YHL040C	YHL040C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ARO1	YDR127W	YDR127W_mRNA	protein_coding	0	1	3	43	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	43
ARO10	YDR380W	YDR380W_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
ARO2	YGL148W	YGL148W_mRNA	protein_coding	1	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4
ARO3	YDR035W	YDR035W_mRNA	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
ARO4	YBR249C	YBR249C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ARO7	YPR060C	YPR060C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ARO8	YGL202W	YGL202W_mRNA	protein_coding	0	1	1	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	3
ARO80	YDR421W	YDR421W_mRNA	protein_coding	1	0	0	6	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1
ARO9	YHR137W	YHR137W_mRNA	protein_coding	1	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3
ARP1	YHR129C	YHR129C_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ARP10	YDR106W	YDR106W_mRNA	protein_coding	0	1	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	6
ARP2	YDL029W	YDL029W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ARP3	YJR065C	YJR065C_mRNA	protein_coding	0	2	1	34	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	2	14
ARP4	YJL081C	YJL081C_mRNA	protein_coding	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ARP5	YNL059C	YNL059C_mRNA	protein_coding	0	0	2	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1
ARP6	YLR085C	YLR085C_mRNA	protein_coding	0	11	0	58	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	11	34
ARP7	YPR034W	YPR034W_mRNA	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4
ARP8	YOR141C	YOR141C_mRNA	protein_coding	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ARP9	YMR033W	YMR033W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ARR1	YPR199C	YPR199C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ARR2	YPR200C	YPR200C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ARR3	YPR201W	YPR201W_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
ART10	YLR392C	YLR392C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ART5	YGR068C	YGR068C_mRNA	protein_coding	1	2	2	38	0	0	0	0	9	1	0	2	0	0	0	0	0	0	0	2	29
ARV1	YLR242C	YLR242C_mRNA	protein_coding	0	5	1	40	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	5	19
ARX1	YDR101C	YDR101C_mRNA	protein_coding	0	1	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	2
ASA1	YPR085C	YPR085C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ASC1	YMR116C	YMR116C_mRNA	protein_coding	1	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5
ASE1	YOR058C	YOR058C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ASF1	YJL115W	YJL115W_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
ASF2	YDL197C	YDL197C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ASG1	YIL130W	YIL130W_mRNA	protein_coding	0	5	8	41	0	1	0	1	15	0	0	6	0	0	0	0	0	0	0	5	26
ASG7	YJL170C	YJL170C_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
ASH1	YKL185W	YKL185W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASI1	YMR119W	YMR119W_mRNA	protein_coding	1	1	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	5
ASI2	YNL159C	YNL159C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASI3	YNL008C	YNL008C_mRNA	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASK1	YKL052C	YKL052C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ASK10	YGR097W	YGR097W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ASM4	YDL088C	YDL088C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
ASN1	YPR145W	YPR145W_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ASN2	YGR124W	YGR124W_mRNA	protein_coding	0	10	1	66	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	10	36
ASP1	YDR321W	YDR321W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASP3-4	YLR160C	YLR160C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASR1	YPR093C	YPR093C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
AST1	YBL069W	YBL069W_mRNA	protein_coding	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
AST2	YER101C	YER101C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATE1	YGL017W	YGL017W_mRNA	protein_coding	0	1	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	4
ATF1	YOR377W	YOR377W_mRNA	protein_coding	1	0	0	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2
ATG1	YGL180W	YGL180W_mRNA	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
ATG10	YLL042C	YLL042C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ATG11	YPR049C	YPR049C_mRNA	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
ATG12	YBR217W	YBR217W_mRNA	protein_coding	0	0	0	64	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	37
ATG13	YPR185W	YPR185W_mRNA	protein_coding	1	3	6	2	0	0	1	1	1	1	0	4	0	0	0	0	0	0	0	3	1
ATG14	YBR128C	YBR128C_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
ATG15	YCR068W	YCR068W_mRNA	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ATG16	YMR159C	YMR159C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ATG17	YLR423C	YLR423C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATG18	YFR021W	YFR021W_mRNA	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
ATG19	YOL082W	YOL082W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ATG2	YNL242W	YNL242W_mRNA	protein_coding	1	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	2
ATG20	YDL113C	YDL113C_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
ATG21	YPL100W	YPL100W_mRNA	protein_coding	0	1	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2
ATG22	YCL038C	YCL038C_mRNA	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2
ATG23	YLR431C	YLR431C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
ATG26	YLR189C	YLR189C_mRNA	protein_coding	1	0	0	5	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1
ATG27	YJL178C	YJL178C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ATG29	YPL166W	YPL166W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ATG3	YNR007C	YNR007C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ATG32	YIL146C	YIL146C_mRNA	protein_coding	0	8	0	74	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	8	31
ATG33	YLR356W	YLR356W_mRNA	protein_coding	0	0	2	20	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	14
ATG34	YOL083W	YOL083W_mRNA	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
ATG36	YJL185C	YJL185C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ATG38	YLR211C	YLR211C_mRNA	protein_coding	0	2	0	33	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	26
ATG4	YNL223W	YNL223W_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
ATG40	YOR152C	YOR152C_mRNA	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ATG41	YPL250C	YPL250C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ATG5	YPL149W	YPL149W_mRNA	protein_coding	0	2	1	29	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	2	12
ATG7	YHR171W	YHR171W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ATG8	YBL078C	YBL078C_mRNA	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ATG9	YDL149W	YDL149W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ATH1	YPR026W	YPR026W_mRNA	protein_coding	0	0	2	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1
ATM1	YMR301C	YMR301C_mRNA	protein_coding	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
ATO2	YNR002C	YNR002C_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
ATO3	YDR384C	YDR384C_mRNA	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
ATP1	YBL099W	YBL099W_mRNA	protein_coding	1	0	0	7	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	4
ATP10	YLR393W	YLR393W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ATP11	YNL315C	YNL315C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP12	YJL180C	YJL180C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ATP14	YLR295C	YLR295C_mRNA	protein_coding	0	2	2	81	0	0	0	0	40	0	0	2	0	0	0	0	0	0	0	2	41
ATP15	YPL271W	YPL271W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ATP16	YDL004W	YDL004W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ATP17	YDR377W	YDR377W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ATP18	YML081C-A	YML081C-A_mRNA	protein_coding	0	0	0	34	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	5
ATP19	YOL077W-A	YOL077W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATP2	YJR121W	YJR121W_mRNA	protein_coding	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
ATP20	YPR020W	YPR020W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ATP22	YDR350C	YDR350C_mRNA	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
ATP23	YNR020C	YNR020C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
ATP25	YMR098C	YMR098C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP3	YBR039W	YBR039W_mRNA	protein_coding	0	1	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	2
ATP4	YPL078C	YPL078C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
ATP5	YDR298C	YDR298C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
ATP6	Q0085	Q0085_mRNA	protein_coding	0	0	0	25	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12
ATP7	YKL016C	YKL016C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ATP8	Q0080	Q0080_mRNA	protein_coding	0	0	2	21	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	11
ATR1	YML116W	YML116W_mRNA	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
ATS1	YAL020C	YAL020C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ATX2	YOR079C	YOR079C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
AUA1	YFL010W-A	YFL010W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
AUR1	YKL004W	YKL004W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AUS1	YOR011W	YOR011W_mRNA	protein_coding	0	0	2	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2
AVL9	YLR114C	YLR114C_mRNA	protein_coding	0	18	12	77	0	0	0	0	33	0	0	12	0	0	0	0	0	0	0	18	44
AVO1	YOL078W	YOL078W_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
AVO2	YMR068W	YMR068W_mRNA	protein_coding	1	0	1	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2
AVT1	YJR001W	YJR001W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
AVT2	YEL064C	YEL064C_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
AVT3	YKL146W	YKL146W_mRNA	protein_coding	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
AVT4	YNL101W	YNL101W_mRNA	protein_coding	0	1	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	1
AVT5	YBL089W	YBL089W_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
AVT6	YER119C	YER119C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AVT7	YIL088C	YIL088C_mRNA	protein_coding	0	1	1	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	2
AXL1	YPR122W	YPR122W_mRNA	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
AXL2	YIL140W	YIL140W_mRNA	protein_coding	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15
AYR1	YIL124W	YIL124W_mRNA	protein_coding	0	2	1	56	0	0	0	0	32	0	0	1	0	0	0	0	0	0	0	2	24
AYT1	YLL063C	YLL063C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
AZF1	YOR113W	YOR113W_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
AZR1	YGR224W	YGR224W_mRNA	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
BAG7	YOR134W	YOR134W_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
BAP2	YBR068C	YBR068C_mRNA	protein_coding	0	3	4	48	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	3	28
BAP3	YDR046C	YDR046C_mRNA	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
BAR1	YIL015W	YIL015W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
BAS1	YKR099W	YKR099W_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
BAT1	YHR208W	YHR208W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
BAT2	YJR148W	YJR148W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
BBC1	YJL020C	YJL020C_mRNA	protein_coding	2	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2
